review_id,course_code,course_name,department,language,review_text,sentiment,confidence,aspects,keywords,intended_sentiment,intended_aspect
R0092,MATH240,Linear Algebra,Mathematics,en,Dr. Thompson was a fantastic instructor. She made the complex concepts of linear algebra feel manageable with her clear explanations and engaging lectures.,positive,0.95,"[""instructor"", ""teaching_style"", ""course_content""]","[""fantastic instructor"", ""clear explanations"", ""engaging lectures"", ""linear algebra"", ""manageable""]",positive,instructor
R0093,MATH240,Linear Algebra,Mathematics,zh,线性代数的老师讲课太死板，公式堆砌，作业太多，助教解答也不太清楚，很难跟上进度。,negative,0.9,"[""teaching_style"", ""workload"", ""instructor""]","[""老师"", ""讲课"", ""死板"", ""公式"", ""作业"", ""助教"", ""解答""]",negative,teaching_style
R0094,CS201,Data Structures,Computer Science,en,"The Data Structures course was quite demanding, with weekly homework and one big project. The workload was heavy but manageable.",positive,0.8,"[""workload""]","[""Data"", ""Structures"", ""course"", ""demanding"", ""homework"", ""project""]",neutral,workload
R0095,CS420,Machine Learning,Computer Science,en,"The lecture notes were sparse and homework was way too intense, plus the TA was a real drag. Hard to keep up with everything.",negative,0.8,"[""teaching_style"", ""workload"", ""instructor""]","[""lecture notes"", ""homework"", ""intense"", ""TA"", ""drag""]",negative,materials
R0096,MATH240,Linear Algebra,Mathematics,zh,老师准备的讲义很全，每次课后我都会复习一遍。作业挺多的，不过都很有帮助。助教解答问题很耐心，很感谢他们的帮助！,positive,0.95,"[""teaching_style"", ""workload"", ""instructor""]","[""老师"", ""讲义"", ""作业"", ""助教"", ""耐心""]",positive,materials
R0097,ENG150,Academic Writing,English,zh,这门课的老师挺有经验的，讲解清晰，但作业有点多，助教批改速度也不快。,positive,0.8,"[""teaching_style"", ""workload"", ""instructor""]","[""老师"", ""经验"", ""讲解"", ""作业"", ""助教"", ""批改""]",neutral,instructor
R0098,PHY101,General Physics I,Physics,en,Homework piles up and the exams are too tough. TAs barely help in office hours.,negative,0.8,"[""workload"", ""exams_grading"", ""instructor""]","[""Homework"", ""piles"", ""up"", ""exams"", ""tough"", ""TAs"", ""barely"", ""help"", ""office"", ""hours""]",negative,logistics
R0099,MATH240,Linear Algebra,Mathematics,zh,这次期中考试挺难的，不过感觉作业量也不小，助教倒是挺负责的，成绩给得挺公道的。,negative,0.8,"[""exams_grading"", ""workload"", ""instructor""]","[""期中考试"", ""作业量"", ""助教"", ""成绩"", ""公道""]",neutral,exams_grading
R0100,CS420,Machine Learning,Computer Science,en,"The workload was intense, but the problem sets were well-designed and the TA was super helpful. I learned a lot!",positive,0.9,"[""workload"", ""course_content"", ""instructor""]","[""workload"", ""problem sets"", ""TA"", ""helpful"", ""learned""]",positive,workload
R0101,BUS220,Introduction to Marketing,Business,en,The instructor for Intro to Marketing was so disorganized that even the TA struggled to follow along. Their exams were impossible and the homework load was a killer!,negative,0.9,"[""teaching_style"", ""exams_grading"", ""workload""]","[""instructor"", ""disorganized"", ""TA"", ""exams"", ""homework""]",negative,instructor
R0102,BUS220,Introduction to Marketing,Business,zh,课本资料很全，案例丰富，每周末的作业也不多，学起来挺轻松的。助教讲解得很详细，有问题都能解答。,positive,0.95,"[""materials"", ""teaching_style"", ""workload""]","[""课本资料"", ""案例丰富"", ""作业不多"", ""助教讲解"", ""问题解答""]",positive,materials
R0103,ENG150,Academic Writing,English,en,"The homework load was relentless, and the TA's help was minimal. I barely had time to breathe, let alone write well.",negative,0.8,"[""workload"", ""instructor""]","[""homework"", ""relentless"", ""TA's"", ""help"", ""minimal""]",negative,workload
R0104,PHY101,General Physics I,Physics,en,"The course content was way too dense; the homework assignments felt like a full-time job, and the exams were almost impossible. The TA was also not very helpful.",negative,0.9,"[""course_content"", ""workload"", ""exams_grading""]","[""course content"", ""homework"", ""impossible"", ""TA"", ""not helpful""]",negative,course_content
R0105,MATH240,Linear Algebra,Mathematics,zh,老师讲得挺有意思的，上课节奏不快，作业也不多，感觉学得挺轻松的。助教解答问题也很耐心。,positive,0.95,"[""teaching_style"", ""workload"", ""instructor""]","[""老师"", ""有意思"", ""上课"", ""节奏"", ""作业"", ""轻松"", ""助教"", ""解答"", ""耐心""]",positive,teaching_style
R0106,CS310,Operating Systems,Computer Science,en,Absolutely overwhelmed with the massive homework load and disorganized exams. TAs were rarely around to help.,negative,0.9,"[""workload"", ""exams_grading"", ""instructor""]","[""overwhelmed"", ""homework"", ""massive"", ""disorganized"", ""TAs"", ""rarely"", ""around"", ""help""]",negative,logistics
R0107,CS420,Machine Learning,Computer Science,en,The lectures were always at a convenient time and the TAs were really helpful with the homework and office hours.,positive,0.9,"[""teaching_style"", ""instructor"", ""logistics""]","[""lectures"", ""convenient"", ""TAs"", ""helpful"", ""homework""]",positive,logistics
R0108,PHY101,General Physics I,Physics,zh,考试挺难的，但评分挺公正的，感觉TA很用心，批改很认真，作业量也不算多，能学到东西。,positive,0.9,"[""exams_grading"", ""instructor"", ""workload""]","[""考试"", ""公正"", ""用心"", ""批改"", ""认真"", ""作业量""]",positive,exams_grading
R0109,CS201,Data Structures,Computer Science,en,"The weekly homework load was manageable, but the exams were surprisingly challenging. TA was helpful when you caught them in office hours.",neutral,0.8,"[""workload"", ""exams_grading"", ""instructor""]","[""homework"", ""load"", ""manageable"", ""exams"", ""challenging"", ""TA"", ""helpful"", ""office"", ""hours""]",neutral,logistics
R0110,CS310,Operating Systems,Computer Science,zh,操作系统课程内容丰富，深入浅出，作业量适中，难度适中，助教解答问题很耐心，学到了很多实用知识。,positive,0.95,"[""course_content"", ""workload"", ""instructor""]","[""操作系统"", ""课程内容"", ""作业量"", ""助教"", ""实用知识""]",positive,course_content
R0111,CS201,Data Structures,Computer Science,zh,这次数据结构的考试难度太大，感觉评分太严了，作业量也太大，助教也不怎么解释，感觉学不到东西。,negative,0.8,"[""exams_grading"", ""workload"", ""instructor""]","[""考试"", ""难度"", ""评分"", ""作业"", ""助教""]",negative,exams_grading
R0112,CS420,Machine Learning,Computer Science,en,"The course content was really engaging, with a good mix of theory and practical examples. The homework assignments were challenging but manageable, and the TA was super helpful with office hours.",positive,0.95,"[""course_content"", ""workload"", ""instructor""]","[""course content"", ""homework assignments"", ""TA"", ""office hours""]",positive,course_content
R0113,BUS220,Introduction to Marketing,Business,zh,老师讲得挺清楚，不过例题和实际应用结合得不够紧密，做作业和考试时还是觉得有点难。助教帮忙挺多的，但有时答疑效率不高。,negative,0.8,"[""teaching_style"", ""course_content"", ""exams_grading"", ""instructor""]","[""老师"", ""清楚"", ""例题"", ""实际应用"", ""作业"", ""考试"", ""难"", ""助教"", ""答疑"", ""效率""]",neutral,teaching_style
R0114,CS420,Machine Learning,Computer Science,en,"The workload was pretty heavy with weekly assignments and projects, but the TAs were helpful, especially during office hours.",positive,0.8,"[""workload"", ""instructor"", ""logistics""]","[""workload"", ""assignments"", ""projects"", ""helpful"", ""office hours""]",neutral,workload
R0115,CS310,Operating Systems,Computer Science,en,The readings and lecture slides were super helpful. The homework assignments were challenging but well-aligned with the material.,positive,0.9,"[""course_content"", ""teaching_style"", ""workload""]","[""readings"", ""lecture"", ""slides"", ""helpful"", ""homework"", ""assignments"", ""challenging"", ""material""]",positive,materials
R0116,CS420,Machine Learning,Computer Science,en,"The lectures were always on time and the TA was really helpful, even though the homework load was intense sometimes.",positive,0.9,"[""teaching_style"", ""workload"", ""instructor""]","[""lectures"", ""on time"", ""TA"", ""helpful"", ""homework"", ""intense""]",positive,logistics
R0117,CS420,Machine Learning,Computer Science,en,Dr. Smith’s teaching style is really engaging. She makes complex concepts feel like a breeze and the weekly labs are so practical.,positive,0.95,"[""teaching_style"", ""course_content"", ""materials""]","[""teaching"", ""engaging"", ""complex"", ""concepts"", ""labs"", ""practical""]",positive,teaching_style
R0118,CS330,Database Systems,Computer Science,en,"Dr. Smith's teaching style is amazing; he breaks down complex concepts with clear examples and makes class discussions engaging. His homework assignments were challenging but fair, and the TA was always helpful during office hours.",positive,0.95,"[""teaching_style"", ""course_content"", ""workload""]","[""teaching"", ""style"", ""amazing"", ""complex"", ""concepts"", ""examples"", ""engaging"", ""homework"", ""assignments"", ""challenging"", ""fair"", ""TA"", ""helpful"", ""office"", ""hours""]",positive,teaching_style
R0119,PHY101,General Physics I,Physics,en,The logistics were surprisingly smooth; the TA was always available for office hours and the homework schedule was manageable.,positive,0.9,"[""logistics"", ""instructor"", ""workload""]","[""logistics"", ""smooth"", ""TA"", ""available"", ""office hours"", ""homework""]",positive,logistics
R0120,MATH240,Linear Algebra,Mathematics,en,"The homework load was just relentless, exams were a nightmare, and the TA seemed clueless. Hard to keep up.",negative,0.9,"[""workload"", ""exams_grading"", ""instructor""]","[""homework"", ""relentless"", ""nightmare"", ""TA"", ""clueless""]",negative,workload
R0121,CS310,Operating Systems,Computer Science,zh,老师上课讲解挺清晰，但是布置的作业有点多，助教批改速度一般。,negative,0.8,"[""teaching_style"", ""workload"", ""instructor""]","[""老师"", ""讲解"", ""清晰"", ""作业"", ""多"", ""助教"", ""批改"", ""速度"", ""一般""]",neutral,teaching_style
R0122,BUS220,Introduction to Marketing,Business,en,"The marketing materials were outdated, and the homework assignments were a real pain. The TA's help was hit or miss.",negative,0.8,"[""materials"", ""workload"", ""instructor""]","[""marketing"", ""materials"", ""outdated"", ""homework"", ""assignments"", ""pain"", ""TA's"", ""help""]",negative,materials
R0123,MATH240,Linear Algebra,Mathematics,en,"Homework was a beast, exams were even worse, and the TA barely responded to questions. I spent every night on this course.",negative,0.9,"[""workload"", ""exams_grading"", ""instructor""]","[""Homework"", ""beast"", ""exams"", ""worse"", ""TA"", ""responded"", ""questions"", ""night"", ""course""]",negative,workload
R0124,CS330,Database Systems,Computer Science,zh,老师的讲课方式太死板了，老爱念PPT，作业和考试压力太大，助教也没啥帮助。,negative,0.9,"[""teaching_style"", ""workload"", ""instructor""]","[""讲课方式"", ""死板"", ""作业"", ""考试"", ""压力"", ""助教""]",negative,teaching_style
R0125,ENG150,Academic Writing,English,en,"The reading materials were a mess, constantly changing and confusing. Half the time, I couldn't even find the assignments because they weren't labeled properly.",negative,0.8,"[""materials"", ""logistics""]","[""reading materials"", ""changing"", ""confusing"", ""assignments"", ""labeled""]",negative,materials
R0126,CS330,Database Systems,Computer Science,en,"Dr. Thompson's passion for databases is contagious. The weekly lectures were always engaging, and the TA was super helpful with the homework and project questions.",positive,0.95,"[""teaching_style"", ""course_content"", ""instructor""]","[""passion"", ""databases"", ""lectures"", ""engaging"", ""TA"", ""helpful"", ""homework"", ""project""]",positive,instructor
R0127,PHY101,General Physics I,Physics,zh,老师上课很认真，讲解清晰，但作业量有点多，助教答疑质量一般。,positive,0.8,"[""teaching_style"", ""workload"", ""instructor""]","[""老师"", ""认真"", ""讲解"", ""作业量"", ""助教"", ""答疑""]",neutral,instructor
R0128,BUS220,Introduction to Marketing,Business,zh,老师上课风格很生动，案例丰富，让我对市场营销有了更深的理解。作业不算多，但挺有挑战性，助教也很有耐心解答问题。,positive,0.9,"[""teaching_style"", ""course_content"", ""workload""]","[""老师"", ""生动"", ""案例"", ""市场营销"", ""作业"", ""挑战性"", ""助教"", ""耐心""]",positive,teaching_style
R0129,CS330,Database Systems,Computer Science,en,The database systems course was comprehensive but the homework was quite challenging. TAs were helpful during office hours.,positive,0.8,"[""teaching_style"", ""course_content"", ""workload""]","[""database"", ""comprehensive"", ""homework"", ""challenging"", ""TAs"", ""helpful""]",neutral,course_content
R0130,BUS220,Introduction to Marketing,Business,en,The lectures on digital marketing were so fresh and the case studies were super relevant. Homework wasn't too tough; it helped me apply the theories.,positive,0.95,"[""teaching_style"", ""course_content"", ""workload""]","[""lectures"", ""digital marketing"", ""fresh"", ""case studies"", ""relevant"", ""homework"", ""tough"", ""apply"", ""theories""]",positive,course_content
R0131,CS201,Data Structures,Computer Science,zh,这门课的作业量挺大的，但我觉得挺充实的。考试虽然有点难，但助教很负责，经常解答疑问。,positive,0.8,"[""workload"", ""exams_grading"", ""instructor""]","[""作业量"", ""充实"", ""考试"", ""难"", ""助教"", ""负责"", ""解答""]",positive,workload
R0132,CS310,Operating Systems,Computer Science,zh,考试挺有挑战性的，评分标准明确，TA帮忙答疑也很到位，感觉学到了不少东西。,positive,0.9,"[""exams_grading"", ""instructor"", ""course_content""]","[""考试"", ""挑战性"", ""评分"", ""答疑"", ""学到""]",positive,exams_grading
R0133,MATH240,Linear Algebra,Mathematics,en,"Dr. Thompson's lectures were engaging and well-structured, making complex concepts feel manageable. The TA was always helpful and patient during office hours.",positive,0.95,"[""teaching_style"", ""course_content"", ""instructor""]","[""lectures"", ""engaging"", ""structured"", ""complex"", ""concepts"", ""manageable"", ""TA"", ""helpful"", ""patient""]",positive,teaching_style
R0134,BUS220,Introduction to Marketing,Business,zh,这课程内容挺有意思的，老师讲解得挺细的，作业也不算多，就是考试难度有点挑战，但助教帮忙挺多的，学到了不少营销知识。,positive,0.9,"[""course_content"", ""teaching_style"", ""workload""]","[""课程内容"", ""老师讲解"", ""作业"", ""考试难度"", ""助教"", ""营销知识""]",positive,course_content
R0135,MATH240,Linear Algebra,Mathematics,en,"The course content was overly theoretical and lacked practical applications, making the heavy homework load and tricky exams feel like a drag.",negative,0.9,"[""course_content"", ""workload"", ""exams_grading""]","[""course content"", ""theoretical"", ""lacked"", ""practical"", ""homework"", ""tricky"", ""exams""]",negative,course_content
R0136,PHY101,General Physics I,Physics,en,"The exams were fair, but the grading was inconsistent. Some TAs were stricter than others.",negative,0.8,"[""exams_grading"", ""instructor""]","[""exams"", ""grading"", ""inconsistent"", ""TAs"", ""stricter""]",neutral,exams_grading
R0137,CS330,Database Systems,Computer Science,zh,考试难度适中，评分公正，老师批改认真，感觉收获挺大的。助教也很负责，答疑很及时，作业量不算太多，学到了不少东西。,positive,0.95,"[""exams_grading"", ""instructor"", ""workload""]","[""考试"", ""难度"", ""公正"", ""老师"", ""认真"", ""收获"", ""助教"", ""答疑"", ""作业量"", ""学到""]",positive,exams_grading
R0138,CS420,Machine Learning,Computer Science,en,"Too much homework every week, exams were so hard, and TAs were unhelpful. Classes are always late, making the whole course stressful.",negative,0.9,"[""workload"", ""exams_grading"", ""instructor""]","[""homework"", ""hard"", ""unhelpful"", ""late"", ""stressful""]",negative,logistics
R0139,MATH240,Linear Algebra,Mathematics,zh,教材内容挺丰富的，但作业挺多的，助教答疑挺及时，不过考试难度感觉有点大。,negative,0.8,"[""course_content"", ""workload"", ""exams_grading""]","[""教材内容"", ""作业"", ""答疑"", ""考试难度""]",neutral,materials
R0140,CS201,Data Structures,Computer Science,zh,老师上课太无聊，讲得也不够清楚，作业太多，考试还特别难，助教帮忙也不多，失望了。,negative,0.9,"[""teaching_style"", ""workload"", ""exams_grading""]","[""无聊"", ""不清楚"", ""作业多"", ""考试难"", ""失望""]",negative,teaching_style
R0141,ENG150,Academic Writing,English,en,"The reading list was outdated, and the assignments were a constant struggle. The TA's feedback was almost non-existent.",negative,0.8,"[""course_content"", ""workload"", ""instructor""]","[""reading list"", ""outdated"", ""assignments"", ""constant struggle"", ""feedback""]",negative,course_content
R0142,ENG150,Academic Writing,English,en,"The exams were a nightmare; grading was inconsistent, and the TA was never available for help.",negative,0.8,"[""exams_grading"", ""instructor"", ""other""]","[""exams"", ""nightmare"", ""grading"", ""inconsistent"", ""TA"", ""available"", ""help""]",negative,exams_grading
R0143,BUS220,Introduction to Marketing,Business,en,"The homework load was a bit heavy, and the TA's feedback was a bit late. But, the lectures were consistent and the classroom setup was pretty good.",negative,0.8,"[""workload"", ""instructor"", ""logistics""]","[""homework"", ""heavy"", ""TA's"", ""feedback"", ""late"", ""lectures"", ""consistent"", ""classroom"", ""setup""]",neutral,logistics
R0144,CS310,Operating Systems,Computer Science,zh,操作系统考试的评分太主观了，感觉像是猜题，助教批改作业也太宽松了，感觉根本没学到什么。,negative,0.8,"[""exams_grading"", ""instructor"", ""teaching_style""]","[""评分"", ""主观"", ""猜题"", ""助教"", ""宽松"", ""没学到""]",negative,exams_grading
R0145,ENG150,Academic Writing,English,en,The assignments were challenging but well-structured. I learned a lot about crafting clear arguments.,positive,0.95,"[""course_content"", ""teaching_style""]","[""assignments"", ""challenging"", ""well-structured"", ""learned"", ""clear"", ""arguments""]",positive,course_content
R0146,BUS220,Introduction to Marketing,Business,en,"The course content was way too theoretical and didn't align with real-world scenarios. Homework load was brutal, and exams were too hard. TA was never around for help.",negative,0.9,"[""course_content"", ""workload"", ""exams_grading""]","[""theoretical"", ""real-world"", ""homework"", ""brutal"", ""exams"", ""hard""]",negative,course_content
R0147,ENG150,Academic Writing,English,zh,学术写作的内容太陈旧，作业太多，考试又难，助教也不太帮忙。,negative,0.8,"[""course_content"", ""workload"", ""exams_grading"", ""instructor""]","[""陈旧"", ""作业"", ""难"", ""助教"", ""帮忙""]",negative,course_content
R0148,PHY101,General Physics I,Physics,en,The homework was a bit intense but the exams were manageable. The TA was really helpful in office hours!,positive,0.8,"[""teaching_style"", ""exams_grading"", ""instructor""]","[""homework"", ""intense"", ""exams"", ""manageable"", ""TA"", ""helpful"", ""office hours""]",positive,workload
R0149,BUS220,Introduction to Marketing,Business,en,"Professor Smith's engaging lectures made the material come alive. They were well-prepared and really knew the subject inside out. Plus, the TA was super helpful during office hours!",positive,0.95,"[""teaching_style"", ""instructor"", ""other""]","[""Professor Smith"", ""engaging lectures"", ""well-prepared"", ""TA"", ""super helpful"", ""office hours""]",positive,instructor
R0150,CS310,Operating Systems,Computer Science,en,"The course content on Operating Systems was thorough but the homework assignments felt a bit excessive for the material covered. Some TAs were quite helpful, but the exams were definitely challenging.",neutral,0.8,"[""course_content"", ""workload"", ""exams_grading""]","[""course content"", ""homework assignments"", ""TAs"", ""exams"", ""challenging""]",neutral,course_content
R0151,BUS220,Introduction to Marketing,Business,en,The prof's teaching style was really dry and monotonous. I felt like I was just listening to a robot read from a book the whole time.,negative,0.8,"[""teaching_style""]","[""teaching"", ""style"", ""dry"", ""monotonous""]",negative,teaching_style
R0152,PHY101,General Physics I,Physics,en,"The workload was heavy, but the exams were fair. The TA was helpful, but the office hours were limited.",neutral,0.8,"[""workload"", ""exams_grading"", ""instructor""]","[""workload"", ""exams"", ""fair"", ""TA"", ""helpful"", ""office hours"", ""limited""]",neutral,logistics
R0153,CS310,Operating Systems,Computer Science,en,"Absolutely swamped with the homework every week and the exams were so tough, the TAs barely helped when we asked. Just a massive workload from start to finish.",negative,0.9,"[""workload"", ""exams_grading"", ""instructor""]","[""homework"", ""week"", ""exams"", ""tough"", ""TAs"", ""helped""]",negative,workload
R0154,CS420,Machine Learning,Computer Science,en,"The exams were challenging but fair, and the TAs were generally helpful. The grading seemed consistent, though the homework load was heavier than expected.",positive,0.8,"[""exams_grading"", ""teaching_style"", ""workload""]","[""challenging"", ""fair"", ""helpful"", ""consistent"", ""heavier""]",neutral,exams_grading
R0155,CS310,Operating Systems,Computer Science,en,"OMG, the amount of homework was relentless! Exams were tricky, and the TAs barely helped. It was overwhelming.",negative,0.9,"[""workload"", ""exams_grading"", ""instructor""]","[""homework"", ""relentless"", ""exams"", ""tricky"", ""TAs"", ""help"", ""overwhelming""]",negative,workload
R0156,ENG150,Academic Writing,English,zh,这门课的作业挺多，考试难度一般，助教也还算负责，但有时候答疑时间比较紧张。,neutral,0.8,"[""workload"", ""exams_grading"", ""instructor""]","[""作业"", ""考试"", ""难度"", ""助教"", ""答疑""]",neutral,logistics
R0157,CS420,Machine Learning,Computer Science,zh,老师讲解清晰，作业量适中，助教也很认真负责，感觉收获很大。,positive,0.95,"[""teaching_style"", ""workload"", ""instructor""]","[""老师"", ""讲解"", ""清晰"", ""作业量"", ""适中"", ""助教"", ""认真"", ""负责"", ""收获""]",positive,instructor
R0158,ENG150,Academic Writing,English,zh,期末考试挺难的，作业量也很大，助教解答问题挺耐心，但是评分标准感觉不是很统一。,negative,0.8,"[""exams_grading"", ""workload"", ""instructor""]","[""期末考试"", ""作业量"", ""助教"", ""评分标准"", ""不统一""]",neutral,exams_grading
R0159,MATH240,Linear Algebra,Mathematics,en,"The course materials were well-organized but could've included more examples. Homework was manageable, though the first few were a bit tricky.",positive,0.8,"[""materials"", ""workload"", ""other""]","[""course"", ""materials"", ""examples"", ""homework"", ""manageable""]",neutral,materials
R0160,CS310,Operating Systems,Computer Science,en,"The textbooks were clear and well-structured, helped a lot with understanding the material, and the supplementary slides were super helpful during review sessions.",positive,0.95,"[""materials"", ""course_content"", ""teaching_style""]","[""textbooks"", ""clear"", ""structured"", ""helped"", ""understanding"", ""slides"", ""helpful""]",positive,materials
R0161,BUS220,Introduction to Marketing,Business,en,"The reading list was so outdated and the slides were full of typos. It was like learning from a second-hand book. Plus, the homework load was absurd!",negative,0.9,"[""course_content"", ""materials"", ""workload""]","[""outdated"", ""typos"", ""second-hand"", ""homework"", ""absurd""]",negative,materials
R0162,BUS220,Introduction to Marketing,Business,en,"The reading list was so outdated, it was like reading a textbook from the '90s. Homework felt endless with all the case studies and quizzes.",negative,0.8,"[""course_content"", ""workload""]","[""outdated"", ""reading"", ""list"", ""homework"", ""endless"", ""case"", ""studies"", ""quizzes""]",negative,materials
R0163,PHY101,General Physics I,Physics,zh,教材太老了，例题太少，做作业时经常找不到合适的参考。助教解答问题也不太耐心。,negative,0.8,"[""course_content"", ""materials"", ""instructor""]","[""教材"", ""太老"", ""例题"", ""太少"", ""助教"", ""解答"", ""问题"", ""不耐心""]",negative,materials
R0164,CS201,Data Structures,Computer Science,en,The textbooks were super helpful and the online resources were always up-to-date. Homework felt challenging but well-paced.,positive,0.9,"[""materials"", ""workload"", ""teaching_style""]","[""textbooks"", ""helpful"", ""online resources"", ""homework"", ""challenging"", ""well-paced""]",positive,materials
R0165,BUS220,Introduction to Marketing,Business,zh,这学期的营销入门课资料很丰富，案例分析很实用，作业量适中，老师给的复习资料也很有帮助。,positive,0.95,"[""materials"", ""course_content"", ""workload""]","[""资料"", ""丰富"", ""案例分析"", ""实用"", ""作业量"", ""适中"", ""复习资料"", ""帮助""]",positive,materials
R0166,PHY101,General Physics I,Physics,zh,考试难度适中，评分公平，感觉教授和助教都很认真负责，虽然作业有点多，但收获很大。,positive,0.9,"[""exams_grading"", ""instructor"", ""workload""]","[""考试"", ""评分"", ""教授"", ""助教"", ""作业""]",positive,exams_grading
R0167,ENG150,Academic Writing,English,zh,作业堆成山，考试难度太大，助教态度还不好，这门课的安排真是混乱得要命。,negative,0.9,"[""workload"", ""exams_grading"", ""instructor""]","[""作业"", ""考试"", ""难度"", ""助教"", ""态度"", ""混乱""]",negative,logistics
R0168,CS420,Machine Learning,Computer Science,en,The machine learning lectures were super engaging. I loved the hands-on projects that made the material stick.,positive,0.95,"[""teaching_style"", ""course_content"", ""materials""]","[""machine"", ""learning"", ""lectures"", ""engaging"", ""hands-on"", ""projects""]",positive,course_content
R0169,CS420,Machine Learning,Computer Science,zh,老师讲课很清晰，布置的作业量适中，助教也很有耐心，让我对机器学习有了更深的理解。,positive,0.95,"[""teaching_style"", ""workload"", ""instructor""]","[""老师"", ""讲课"", ""清晰"", ""作业量"", ""适中"", ""助教"", ""耐心"", ""机器学习"", ""理解""]",positive,instructor
R0170,CS330,Database Systems,Computer Science,en,The instructor was really hard to understand and their expectations were unclear. Grading was also way too strict for the homework and exams.,negative,0.8,"[""instructor"", ""exams_grading"", ""teaching_style""]","[""instructor"", ""hard"", ""understand"", ""expectations"", ""unclear"", ""grading"", ""strict"", ""homework"", ""exams""]",negative,instructor
R0171,CS420,Machine Learning,Computer Science,en,The readings and video lectures were clear and concise. The TA's notes were incredibly helpful during the homework problems.,positive,0.95,"[""teaching_style"", ""course_content"", ""materials""]","[""readings"", ""video lectures"", ""clear"", ""concise"", ""TA's notes"", ""helpful"", ""homework problems""]",positive,materials
R0172,CS201,Data Structures,Computer Science,en,"The schedule was a bit tight with late-night lectures, but the TA's office hours were super helpful for homework problems.",positive,0.8,"[""logistics"", ""instructor""]","[""schedule"", ""tight"", ""lectures"", ""TA's"", ""office"", ""hours"", ""helpful"", ""homework"", ""problems""]",positive,logistics
R0173,CS310,Operating Systems,Computer Science,zh,操作系统这门课内容丰富，深入浅出，作业和考试难度适中，助教解答问题很耐心，学到了很多实用知识。,positive,0.95,"[""teaching_style"", ""course_content"", ""exams_grading""]","[""内容丰富"", ""深入浅出"", ""作业"", ""考试"", ""耐心"", ""实用知识""]",positive,course_content
R0174,CS330,Database Systems,Computer Science,en,"The exams were a nightmare, with impossible questions and grading was so inconsistent it felt like a lottery. The TA barely knew the material themselves.",negative,0.9,"[""exams_grading"", ""instructor"", ""materials""]","[""exams"", ""nightmare"", ""impossible"", ""questions"", ""grading"", ""inconsistent"", ""lottery"", ""TA"", ""knew"", ""material""]",negative,exams_grading
R0175,CS330,Database Systems,Computer Science,en,Dr. Smith's passion for the subject made the material more engaging. He was always available for office hours and his feedback on assignments was super helpful.,positive,0.95,"[""teaching_style"", ""instructor"", ""course_content""]","[""passion"", ""engaging"", ""available"", ""feedback"", ""helpful""]",positive,instructor
R0176,MATH240,Linear Algebra,Mathematics,en,The textbooks were confusing and the online resources were scarce. Homework felt like a never-ending maze with no clear path.,negative,0.8,"[""materials"", ""workload""]","[""textbooks"", ""confusing"", ""online"", ""resources"", ""scarce"", ""homework"", ""maze"", ""clear"", ""path""]",negative,materials
R0177,MATH240,Linear Algebra,Mathematics,en,"The professor's clear explanations made it easy to follow. The TA was really helpful, and the homework was a good balance of challenge and support.",positive,0.9,"[""teaching_style"", ""instructor"", ""workload""]","[""professor"", ""clear"", ""explanations"", ""TA"", ""helpful"", ""homework"", ""balance"", ""challenge"", ""support""]",positive,logistics
R0178,ENG150,Academic Writing,English,en,"The workload was manageable, with a mix of essays and readings. The TA was really helpful and always available for questions.",positive,0.95,"[""workload"", ""teaching_style"", ""instructor""]","[""workload"", ""manageable"", ""essays"", ""readings"", ""TA"", ""helpful"", ""available""]",positive,workload
R0179,MATH240,Linear Algebra,Mathematics,zh,这学期的线性代数课，教材和讲义都很详细，老师布置的作业也很有帮助，复习起来很轻松。助教也很耐心，答疑很及时。,positive,0.95,"[""teaching_style"", ""course_content"", ""materials""]","[""教材"", ""讲义"", ""作业"", ""复习"", ""耐心"", ""答疑""]",positive,materials
R0180,CS420,Machine Learning,Computer Science,en,"The course content was dense and covered a lot of ground, but some topics felt rushed. Homework assignments were manageable, but the final exam was challenging.",neutral,0.8,"[""course_content"", ""workload"", ""exams_grading""]","[""course content"", ""dense"", ""homework"", ""final exam"", ""challenging""]",neutral,course_content
R0181,MATH240,Linear Algebra,Mathematics,zh,这次线性代数的考试评分很合理，作业量适中，助教也很耐心，感觉学到了很多。,positive,0.9,"[""exams_grading"", ""workload"", ""instructor""]","[""考试评分"", ""作业量"", ""助教"", ""耐心"", ""学到""]",positive,exams_grading
R0182,CS420,Machine Learning,Computer Science,en,Absolutely swamped with homework and the final exam was a beast. TA's were barely helpful. Just way too much work for the credit.,negative,0.9,"[""workload"", ""exams_grading"", ""instructor""]","[""homework"", ""final exam"", ""TA's"", ""helpful"", ""work""]",negative,workload
R0183,CS310,Operating Systems,Computer Science,en,"The instructor for this Operating Systems class is a disaster. They're disorganized, the homework is never explained, and the TAs are no help.",negative,0.9,"[""instructor"", ""teaching_style"", ""workload""]","[""instructor"", ""disaster"", ""disorganized"", ""homework"", ""explained""]",negative,instructor
R0184,ENG150,Academic Writing,English,en,"The workload was overwhelming, with endless homework and a brutal final exam. The TAs were often unresponsive to questions.",negative,0.9,"[""workload"", ""exams_grading"", ""instructor""]","[""workload"", ""homework"", ""final exam"", ""unresponsive"", ""TAs""]",negative,logistics
